# layer len k_zeta j jl  bank_j bank_jl conflict  row_j row_jl
5  64   3  51 115  0 1 0   25  57
5  64   3  52 116  1 0 0   26  58
5  64   3  53 117  0 1 0   26  58
5  64   3  54 118  0 1 0   27  59
5  64   3  55 119  1 0 0   27  59
5  64   3  56 120  1 0 0   28  60
5  64   3  57 121  0 1 0   28  60
5  64   3  58 122  0 1 0   29  61
5  64   3  59 123  1 0 0   29  61
5  64   3  60 124  0 1 0   30  62
5  64   3  61 125  1 0 0   30  62
5  64   3  62 126  1 0 0   31  63
5  64   3  63 127  0 1 0   31  63
5  64   2 128 192  1 0 0   64  96
5  64   2 129 193  0 1 0   64  96
5  64   2 130 194  0 1 0   65  97
5  64   2 131 195  1 0 0   65  97
5  64   2 132 196  0 1 0   66  98
5  64   2 133 197  1 0 0   66  98
5  64   2 134 198  1 0 0   67  99
5  64   2 135 199  0 1 0   67  99
5  64   2 136 200  0 1 0   68 100
5  64   2 137 201  1 0 0   68 100
5  64   2 138 202  1 0 0   69 101
5  64   2 139 203  0 1 0   69 101
5  64   2 140 204  1 0 0   70 102
5  64   2 141 205  0 1 0   70 102
5  64   2 142 206  0 1 0   71 103
5  64   2 143 207  1 0 0   71 103
5  64   2 144 208  0 1 0   72 104
5  64   2 145 209  1 0 0   72 104
5  64   2 146 210  1 0 0   73 105
5  64   2 147 211  0 1 0   73 105
5  64   2 148 212  1 0 0   74 106
5  64   2 149 213  0 1 0   74 106
5  64   2 150 214  0 1 0   75 107
5  64   2 151 215  1 0 0   75 107
5  64   2 152 216  1 0 0   76 108
5  64   2 153 217  0 1 0   76 108
5  64   2 154 218  0 1 0   77 109
5  64   2 155 219  1 0 0   77 109
5  64   2 156 220  0 1 0   78 110
5  64   2 157 221  1 0 0   78 110
5  64   2 158 222  1 0 0   79 111
5  64   2 159 223  0 1 0   79 111
5  64   2 160 224  0 1 0   80 112
5  64   2 161 225  1 0 0   80 112
5  64   2 162 226  1 0 0   81 113
5  64   2 163 227  0 1 0   81 113
5  64   2 164 228  1 0 0   82 114
5  64   2 165 229  0 1 0   82 114
5  64   2 166 230  0 1 0   83 115
5  64   2 167 231  1 0 0   83 115
5  64   2 168 232  1 0 0   84 116
5  64   2 169 233  0 1 0   84 116
5  64   2 170 234  0 1 0   85 117
5  64   2 171 235  1 0 0   85 117
5  64   2 172 236  0 1 0   86 118
5  64   2 173 237  1 0 0   86 118
5  64   2 174 238  1 0 0   87 119
5  64   2 175 239  0 1 0   87 119
5  64   2 176 240  1 0 0   88 120
5  64   2 177 241  0 1 0   88 120
5  64   2 178 242  0 1 0   89 121
5  64   2 179 243  1 0 0   89 121
5  64   2 180 244  0 1 0   90 122
5  64   2 181 245  1 0 0   90 122
5  64   2 182 246  1 0 0   91 123
5  64   2 183 247  0 1 0   91 123
5  64   2 184 248  0 1 0   92 124
5  64   2 185 249  1 0 0   92 124
5  64   2 186 250  1 0 0   93 125
5  64   2 187 251  0 1 0   93 125
5  64   2 188 252  1 0 0   94 126
5  64   2 189 253  0 1 0   94 126
5  64   2 190 254  0 1 0   95 127
5  64   2 191 255  1 0 0   95 127
6 128   1   0 128  0 1 0    0  64
6 128   1   1 129  1 0 0    0  64
6 128   1   2 130  1 0 0    1  65
6 128   1   3 131  0 1 0    1  65
6 128   1   4 132  1 0 0    2  66
6 128   1   5 133  0 1 0    2  66
6 128   1   6 134  0 1 0    3  67
6 128   1   7 135  1 0 0    3  67
6 128   1   8 136  1 0 0    4  68
6 128   1   9 137  0 1 0    4  68
6 128   1  10 138  0 1 0    5  69
6 128   1  11 139  1 0 0    5  69
6 128   1  12 140  0 1 0    6  70
6 128   1  13 141  1 0 0    6  70
6 128   1  14 142  1 0 0    7  71
6 128   1  15 143  0 1 0    7  71
6 128   1  16 144  1 0 0    8  72
6 128   1  17 145  0 1 0    8  72
6 128   1  18 146  0 1 0    9  73
6 128   1  19 147  1 0 0    9  73
6 128   1  20 148  0 1 0   10  74
6 128   1  21 149  1 0 0   10  74
6 128   1  22 150  1 0 0   11  75
6 128   1  23 151  0 1 0   11  75
6 128   1  24 152  0 1 0   12  76
6 128   1  25 153  1 0 0   12  76
6 128   1  26 154  1 0 0   13  77
6 128   1  27 155  0 1 0   13  77
6 128   1  28 156  1 0 0   14  78
6 128   1  29 157  0 1 0   14  78
6 128   1  30 158  0 1 0   15  79
6 128   1  31 159  1 0 0   15  79
6 128   1  32 160  1 0 0   16  80
6 128   1  33 161  0 1 0   16  80
6 128   1  34 162  0 1 0   17  81
6 128   1  35 163  1 0 0   17  81
6 128   1  36 164  0 1 0   18  82
6 128   1  37 165  1 0 0   18  82
6 128   1  38 166  1 0 0   19  83
6 128   1  39 167  0 1 0   19  83
6 128   1  40 168  0 1 0   20  84
6 128   1  41 169  1 0 0   20  84
6 128   1  42 170  1 0 0   21  85
6 128   1  43 171  0 1 0   21  85
6 128   1  44 172  1 0 0   22  86
6 128   1  45 173  0 1 0   22  86
6 128   1  46 174  0 1 0   23  87
6 128   1  47 175  1 0 0   23  87
6 128   1  48 176  0 1 0   24  88
6 128   1  49 177  1 0 0   24  88
6 128   1  50 178  1 0 0   25  89
6 128   1  51 179  0 1 0   25  89
6 128   1  52 180  1 0 0   26  90
6 128   1  53 181  0 1 0   26  90
6 128   1  54 182  0 1 0   27  91
6 128   1  55 183  1 0 0   27  91
6 128   1  56 184  1 0 0   28  92
6 128   1  57 185  0 1 0   28  92
6 128   1  58 186  0 1 0   29  93
6 128   1  59 187  1 0 0   29  93
6 128   1  60 188  0 1 0   30  94
6 128   1  61 189  1 0 0   30  94
6 128   1  62 190  1 0 0   31  95
6 128   1  63 191  0 1 0   31  95
6 128   1  64 192  1 0 0   32  96
6 128   1  65 193  0 1 0   32  96
6 128   1  66 194  0 1 0   33  97
6 128   1  67 195  1 0 0   33  97
6 128   1  68 196  0 1 0   34  98
6 128   1  69 197  1 0 0   34  98
6 128   1  70 198  1 0 0   35  99
6 128   1  71 199  0 1 0   35  99
6 128   1  72 200  0 1 0   36 100
6 128   1  73 201  1 0 0   36 100
6 128   1  74 202  1 0 0   37 101
6 128   1  75 203  0 1 0   37 101
6 128   1  76 204  1 0 0   38 102
6 128   1  77 205  0 1 0   38 102
6 128   1  78 206  0 1 0   39 103
6 128   1  79 207  1 0 0   39 103
6 128   1  80 208  0 1 0   40 104
6 128   1  81 209  1 0 0   40 104
6 128   1  82 210  1 0 0   41 105
6 128   1  83 211  0 1 0   41 105
6 128   1  84 212  1 0 0   42 106
6 128   1  85 213  0 1 0   42 106
6 128   1  86 214  0 1 0   43 107
6 128   1  87 215  1 0 0   43 107
6 128   1  88 216  1 0 0   44 108
6 128   1  89 217  0 1 0   44 108
6 128   1  90 218  0 1 0   45 109
6 128   1  91 219  1 0 0   45 109
6 128   1  92 220  0 1 0   46 110
6 128   1  93 221  1 0 0   46 110
6 128   1  94 222  1 0 0   47 111
6 128   1  95 223  0 1 0   47 111
6 128   1  96 224  0 1 0   48 112
6 128   1  97 225  1 0 0   48 112
6 128   1  98 226  1 0 0   49 113
6 128   1  99 227  0 1 0   49 113
6 128   1 100 228  1 0 0   50 114
6 128   1 101 229  0 1 0   50 114
6 128   1 102 230  0 1 0   51 115
6 128   1 103 231  1 0 0   51 115
6 128   1 104 232  1 0 0   52 116
6 128   1 105 233  0 1 0   52 116
6 128   1 106 234  0 1 0   53 117
6 128   1 107 235  1 0 0   53 117
6 128   1 108 236  0 1 0   54 118
6 128   1 109 237  1 0 0   54 118
6 128   1 110 238  1 0 0   55 119
6 128   1 111 239  0 1 0   55 119
6 128   1 112 240  1 0 0   56 120
6 128   1 113 241  0 1 0   56 120
6 128   1 114 242  0 1 0   57 121
6 128   1 115 243  1 0 0   57 121
6 128   1 116 244  0 1 0   58 122
6 128   1 117 245  1 0 0   58 122
6 128   1 118 246  1 0 0   59 123
6 128   1 119 247  0 1 0   59 123
6 128   1 120 248  0 1 0   60 124
6 128   1 121 249  1 0 0   60 124
6 128   1 122 250  1 0 0   61 125
6 128   1 123 251  0 1 0   61 125
6 128   1 124 252  1 0 0   62 126
6 128   1 125 253  0 1 0   62 126
6 128   1 126 254  0 1 0   63 127
6 128   1 127 255  1 0 0   63 127
